id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
54584,Ram Pam Pam,Natti Natasha;Becky G,latin,euphoric,0.81,97,0.92,0.91,0.3
54585,Cura de humildad,Natos y Waor,latin,chill,0.56,172,0.61,0.7,0.02
54586,Palomita Blanca,Carlos Gardel,latin,relaxed,0.57,74,0.78,0.66,0.99
54587,22 Minutos / Sintomas de Amor - Ao Vivo,Vitinho,latin,focused,0.75,155,0.63,0.5,0.52
54588,Cumbia Caletera,Billo's,latin,relaxed,0.54,103,0.87,0.75,0.58
54589,Mírame - 2015 Remaster,Los Mitos,latin,euphoric,0.83,135,0.96,0.62,0.11
54590,Duerme - 2015,Mägo de Oz,latin,angry,0.84,70,0.05,0.24,0.64
54591,Como una Estrella - Edited Version,Víctor Manuelle,latin,euphoric,0.9,181,0.9,0.44,0.15
54592,Aquela Velha Canção,Marisa Monte,latin,chill,0.49,106,0.41,0.6,0.79
54593,Sou Eu / Minha Estrela Perdida,Os Parazim,latin,euphoric,0.87,169,0.9,0.33,0.55
54594,Ellos Dicen Mierda (Live),La Polla,latin,intense,0.95,155,0.23,0.29,0.0
54595,Desátame,Monica Naranjo,latin,confident,0.94,136,0.57,0.57,0.04
54596,Cada Latido de Mi Corazón,Maelo Ruiz,latin,euphoric,0.82,175,0.91,0.73,0.51
54597,Página Virada,Aviões do Forró,latin,euphoric,0.87,91,0.96,0.62,0.38
54598,Gaveta - Ao Vivo,Fernando & Sorocaba,latin,chill,0.38,81,0.43,0.58,0.76
54599,"Prazer, eu sou Ferrugem - Ao vivo",Ferrugem,latin,confident,0.86,93,0.71,0.58,0.69
54600,Entretanto,Mart'nália,latin,chill,0.54,92,0.68,0.57,0.78
54601,Cada Volta é um Recomeço,Eduardo Costa,latin,chill,0.52,145,0.59,0.65,0.79
54602,Posso Mudar Meu Destino,LEALL;Tarcis,latin,sad,0.54,123,0.29,0.56,0.1
54603,LAL MANDARA SAMBALPURI - Instrumental Version,Umakant Barik;DJ UDAYA SAHU,latin,angry,0.92,164,0.15,0.56,0.04
54604,Tango de Ayer,Adriana Varela,latin,chill,0.26,120,0.55,0.59,0.74
54605,Mi Nuevo Vicio,Morat,latin,euphoric,0.8,143,0.89,0.67,0.28
54606,Mi Mama,Tito Rojas,latin,happy,0.65,89,0.73,0.71,0.66
54607,Vivo Como Quiero,Carlitos Junior;Ak4:20,latin,sad,0.51,118,0.21,0.83,0.06
54608,Sammy el Heladero,Canticuentos,latin,happy,0.73,166,0.91,0.72,0.21
54609,Você Me Vira A Cabeça (Me Tira Do Sério) / Depois Do Prazer - Ao Vivo,Mumuzinho;Luísa Sonza,latin,chill,0.59,120,0.41,0.44,0.69
54610,Nostalgias - Remastered,Libertad Lamarque,latin,chill,0.16,90,0.5,0.32,0.98
54611,MEU VÍCIO É VOCÊ,Zezo,latin,confident,0.85,111,0.7,0.78,0.57
54612,No Termino,Morat,latin,happy,0.75,138,0.82,0.7,0.04
54613,carta pra ninguém,João Klein,latin,chill,0.25,110,0.69,0.72,0.82
54614,Para Quererte,Pupy Santiago,latin,happy,0.71,158,0.8,0.65,0.33
54615,"Cuando Quieras, Donde Quieras",Pedro Arroyo,latin,relaxed,0.55,90,0.7,0.58,0.26
54616,Más De Ti,"Gotay ""El Autentiko"";Ozuna;Wisin",latin,confident,0.8,94,0.61,0.76,0.07
54617,Que Se Chama Amor - Ao Vivo,Só Pra Contrariar,latin,happy,0.78,141,0.72,0.68,0.49
54618,Ninguém Ama (Ao Vivo na Fonte Nova),Péricles,latin,happy,0.75,133,0.65,0.65,0.56
54619,Ainda É Tudo Seu,Luiza Possi;Thiaguinho,latin,sad,0.5,117,0.12,0.68,0.42
54620,Se Preparó,Ozuna,latin,confident,0.82,171,0.69,0.74,0.22
54621,Borbulhas de Amor (Tenho um Coração) - Burbujas de Amor,Canindé,latin,chill,0.57,120,0.61,0.81,0.31
54622,Carretera y manta,Pablo Alborán,latin,happy,0.79,99,0.84,0.82,0.15
54623,Te Propongo,Víctor Manuelle,latin,happy,0.87,91,0.82,0.6,0.36
54624,Desperta - Ao Vivo,Colo de Deus,latin,moody,0.69,138,0.15,0.4,0.7
54625,"Se Liga - Ao Vivo Na Ilha Da Magia,Brasil/2008",Exaltasamba,latin,happy,0.73,99,0.75,0.67,0.62
54626,LN Granada,Supersubmarina,latin,confident,0.92,140,0.39,0.55,0.01
54627,Hay Secretos,Canticuénticos,latin,melancholic,0.18,140,0.15,0.48,0.83
54628,Rosas de Otoño,Nelly Omar;Francisco Canaro Y Su Orquesta Tipica,latin,relaxed,0.42,100,0.75,0.49,0.94
54629,Anjo - Ao Vivo,Roupa Nova,latin,chill,0.57,107,0.49,0.53,0.18
54630,Embolaê,Diogo Nogueira,latin,happy,0.74,172,0.68,0.68,0.38
54631,Para Tudo - Ao Vivo,Jeito Moleque,latin,focused,0.73,145,0.58,0.31,0.42
54632,Zé Do Caroço,Leci Brandao,latin,chill,0.54,122,0.53,0.81,0.44
54633,50 Horas,Coti,latin,confident,0.91,122,0.75,0.6,0.04
54634,Histoire du tango: IV. Concert d'aujourd'hui,Astor Piazzolla;Nora Lee García;Rene Izquierdo,latin,chill,0.33,153,0.54,0.59,0.93
54635,Leviana,Léo Magalhães,latin,happy,0.84,142,0.81,0.62,0.16
54636,Sonho de Caboclo,João Carreiro & Capataz,latin,chill,0.56,105,0.69,0.73,0.76
54637,Qué Bello - Versión Salsa,Cielo Torres,latin,happy,0.9,100,0.81,0.63,0.51
54638,Que Sabrán,Blake,latin,relaxed,0.51,119,0.78,0.8,0.09
54639,Eu tô solteiro,Vitor Fernandes,latin,happy,0.85,152,0.76,0.72,0.77
54640,La Danza Del Fuego,Mägo de Oz,latin,angry,0.9,141,0.17,0.26,0.02
54641,E a vida mudou,Jorge Aragão,latin,relaxed,0.55,93,0.76,0.6,0.4
54642,Banquete de Signos,Elba Ramalho;Zé Ramalho;Geraldo Azevedo,latin,focused,0.71,102,0.56,0.64,0.35
54643,Pot-Pourri: Chorar por Amor / Amores São Coisas da Vida / Porta Retrato,Murilo Huff,latin,happy,0.7,138,0.66,0.49,0.28
54644,Por la Raja de Tu Falda,Estopa,latin,happy,0.72,97,0.93,0.76,0.32
54645,Me Vuelvo Loco,Abraham Mateo;CNCO,latin,confident,0.86,92,0.65,0.7,0.16
54646,Sacramento da Comunhão (Ao Vivo),Nelsinho Corrêa;Ana Lúcia,latin,sad,0.45,137,0.28,0.28,0.7
54647,Sapato Velho - Ao Vivo,Roupa Nova,latin,chill,0.52,160,0.56,0.43,0.76
54648,Que Me Quiten Lo Bailao,Julio Sosa;Orquesta de Leopoldo Federico,latin,relaxed,0.58,118,0.81,0.5,0.76
54649,Carnavália - Ao Vivo,Tribalistas,latin,confident,0.89,81,0.36,0.5,0.44
54650,Alguém Me Avisou/Acreditar/Sonho Meu,Dona Ivone Lara,latin,relaxed,0.57,91,0.9,0.58,0.56
54651,Sambalpuri Nagin Dance - DJ Remix,Mantu Chhuria;Asima Panda;Humane Sagar;DJ Raja,latin,confident,0.96,163,0.55,0.52,0.0
54652,Ou Some ou Soma,Kiko Chicabana,latin,confident,0.88,99,0.73,0.75,0.47
54653,Bandoneon Arrabalero,Roberto Goyeneche,latin,chill,0.47,120,0.64,0.39,0.89
54654,Sinais de Fogo - Ao Vivo,Preta Gil;Ana Carolina,latin,intense,0.84,102,0.35,0.36,0.45
54655,Atrasadinha / Notificação Preferida - Ao Vivo,Turma do Pagode;Thiago Brava,latin,focused,0.67,87,0.59,0.56,0.6
54656,"Na rua, na chuva, na fazenda (Casinha de sapê) - Ao vivo",Jorge Aragão,latin,chill,0.44,72,0.6,0.59,0.77
54657,Não Sou Mais Disso - Ao Vivo No Rio De Janeiro / 2003,Zeca Pagodinho,latin,happy,0.69,109,0.79,0.51,0.48
54658,Espelho Espelho Meu,Banda A Loba,latin,relaxed,0.59,125,0.88,0.8,0.8
54659,Vida,Sussie 4;Pato Machete,latin,moody,0.75,95,0.2,0.73,0.04
54660,La Curiosidad (feat. Myke Towers) - Mixed,Jay Wheeler;DJ Nelson;Myke Towers,latin,happy,0.75,92,0.86,0.81,0.11
54661,Quando Voce Me Beija,Art Popular,latin,happy,0.71,134,0.88,0.69,0.68
54662,Você Não Vale,Felipe Araújo;Japinha Conde;Conde do Forró,latin,confident,0.84,160,0.69,0.66,0.54
54663,Boa Noite (Ao Vivo),Djavan,latin,confident,0.82,103,0.67,0.66,0.34
54664,Quem Não Quer Sou Eu (Ao Vivo),Seu Jorge,latin,focused,0.69,97,0.51,0.55,0.35
54665,Tarde,Chino Laborde;Federico Mizrahi,latin,chill,0.38,129,0.45,0.57,0.97
54666,Se Toca Essa Moda,Jads & Jadson,latin,happy,0.76,119,0.67,0.72,0.16
54667,Falando do Meu Bem,Black Alien,latin,confident,0.91,112,0.71,0.8,0.18
54668,Espumas Ao Vento,Trio Sabiá,latin,relaxed,0.56,158,0.84,0.67,0.49
54669,Segredos - Ao Vivo,Sorriso Maroto,latin,happy,0.75,144,0.81,0.67,0.77
54670,Ouro da Mina,Diogo Nogueira,latin,happy,0.73,94,0.81,0.56,0.33
54671,Perseverança,Xande De Pilares,latin,happy,0.6,103,0.81,0.64,0.42
54672,Desejos do Mar,Armandinho,latin,happy,0.63,141,0.93,0.6,0.0
54673,Pa Cali,Tirso Duarte,latin,happy,0.88,172,0.79,0.73,0.24
54674,Amigo (Acústico) (feat. Eduardo Costa),Amado Batista;Eduardo Costa,latin,focused,0.62,103,0.58,0.55,0.43
54675,To' Tu Size,DrefQuila,latin,chill,0.56,128,0.53,0.8,0.57
54676,Quando você olhar pra mim - Acústico,Marcelo Falcão,latin,happy,0.74,163,0.88,0.68,0.45
54677,Binomio,Nach,latin,confident,0.86,94,0.44,0.64,0.11
54678,Como Tu,Tito Rojas,latin,happy,0.7,95,0.81,0.77,0.67
54679,Na Segunda Vinda,Black Alien,latin,confident,0.83,148,0.43,0.65,0.16
54680,Um Dia,Pablo,latin,happy,0.62,131,0.81,0.69,0.28
54681,Só pro Meu Prazer,Akatu,latin,happy,0.69,158,0.89,0.59,0.46
54682,Pérola Negra - Ao Vivo,Gal Costa,latin,chill,0.48,120,0.44,0.76,0.55
54683,Vem Morena,Luiz Gonzaga,latin,relaxed,0.44,116,0.96,0.75,0.43
54684,All I Want For Christmas Is You,Danna Paola,latin,moody,0.77,150,0.21,0.41,0.37
54685,Sem Perceber - Ao Vivo,Vitinho;Pixote,latin,happy,0.75,75,0.74,0.51,0.74
54686,Deixa Eu Te Amar,Edson & Hudson,latin,sad,0.3,99,0.31,0.53,0.7
54687,Senhor fazei de mim (Um instrumento de tua paz),Marcelo Falcão,latin,chill,0.57,108,0.66,0.65,0.24
54688,Derroche,Raulin Rosendo,latin,happy,0.7,159,0.9,0.79,0.65
54689,Meu bem - Ao vivo,Ferrugem,latin,confident,0.84,84,0.5,0.48,0.58
54690,Lua,Lagum,latin,chill,0.36,120,0.42,0.85,0.63
54691,Aguenta Coração,Josué Bom de Faixa,latin,relaxed,0.47,152,0.87,0.65,0.43
54692,Fake Love Song,Major RD;Bagua Records;Neo Beats,latin,happy,0.68,110,0.72,0.92,0.16
54693,Cara Esperto,Forfun,latin,confident,0.81,101,0.68,0.5,0.0
54694,Lo Que Yo Quiero,Maía;Gilberto Santa Rosa,latin,happy,0.83,93,0.81,0.69,0.37
54695,Amar de Nuevo,Benny,latin,chill,0.52,147,0.35,0.48,0.73
54696,Llenarte de Amores,Guaco,latin,happy,0.8,95,0.87,0.79,0.19
54697,Quien Como Tu,"José Alberto ""El Canario""",latin,happy,0.85,89,0.75,0.74,0.27
54698,Vamos Falar de Amor - Ao Vivo,Malla 100 Alça,latin,confident,0.85,160,0.54,0.51,0.2
54699,Hay Un Lugar,Kathy Cristina,latin,focused,0.66,129,0.49,0.65,0.68
54700,Oya / Resumo da Felicidade / Amor singular - Ao Vivo,Ferrugem,latin,happy,0.77,95,0.91,0.64,0.45
54701,Virgen de Chiquinquira,Guaco,latin,happy,0.77,110,0.96,0.87,0.14
54702,Faz Mais uma Vez Comigo,Zezé Di Camargo & Luciano,latin,happy,0.64,110,0.92,0.76,0.34
54703,Maça Do Amor,Soweto,latin,happy,0.77,171,0.84,0.51,0.22
54704,Bhija Sakala Ra,Mantu Chhuria,latin,happy,0.76,115,0.8,0.77,0.45
54705,Porte,ITHAN NY,latin,happy,0.88,94,0.77,0.85,0.02
54706,Meu Cenario,Circulando De Fulo,latin,happy,0.7,168,0.97,0.65,0.24
54707,Lábios Divididos,Moleca 100 Vergonha,latin,confident,0.93,81,0.74,0.61,0.3
54708,Al Mundo Le Falta un Tornillo,Julio Sosa;Armando Pontier,latin,chill,0.42,187,0.64,0.45,0.82
54709,La Casita de Mis Viejos,Adriana Varela,latin,chill,0.17,85,0.49,0.53,0.89
54710,"Che Papusa, Oi",Carlos Gardel,latin,dreamy,0.2,71,0.72,0.72,0.98
54711,Mala Suerte,Alexis y Fido;Justin Quiles,latin,happy,0.63,170,0.69,0.82,0.13
54712,Se A Fila Andar - Ao Vivo,Diogo Nogueira,latin,happy,0.75,104,0.76,0.63,0.7
54713,Me Corte na Boca do Céu a Morte Não Pede Perdão,Criolo;Milton Nascimento,latin,sad,0.3,81,0.28,0.43,0.64
54714,Pétala (Ao Vivo),Djavan,latin,sad,0.44,133,0.11,0.37,0.27
54715,No Mientas,Pablo Valle Sexteto,latin,dreamy,0.33,137,0.91,0.78,0.68
54716,Era de Aquarius,Martinho Da Vila;Djonga,latin,relaxed,0.52,136,0.78,0.9,0.55
54717,Déjalo ir,Benny,latin,chill,0.55,96,0.6,0.71,0.3
54718,"One, Two, Three, GO!",Belanova,latin,confident,0.88,75,0.61,0.52,0.0
54719,Marinheiro Só / Cada Macaco no seu Galho (Chô Chuá) / Brincadeira Tem Hora (feat. Xande de Pilares) - Ao Vivo,Vou pro Sereno;Xande De Pilares,latin,happy,0.75,105,0.76,0.41,0.75
54720,Amores De Esquina - Ao Vivo,Juan Marcus & Vinícius,latin,focused,0.75,114,0.56,0.65,0.68
54721,Se Eu Te Procurar,Diego & Arnaldo,latin,happy,0.78,123,0.73,0.72,0.76
54722,El Planeta Se Apaga,Saratoga,latin,confident,0.93,99,0.61,0.48,0.0
54723,Trapos e Farrapos,Pablo,latin,focused,0.66,131,0.63,0.68,0.47
54724,En algún lugar,Duncan Dhu,latin,confident,0.86,74,0.44,0.53,0.18
54725,Nomes de Favela,Moyseis Marques,latin,relaxed,0.52,92,0.86,0.75,0.37
54726,Veneza,Duzz;Froid;Dalua,latin,chill,0.46,109,0.53,0.64,0.69
54727,Soy Tuyo,Maelo Ruiz,latin,happy,0.81,179,0.78,0.67,0.28
54728,Tatuagem / Temporal de Amor / Pagina de Amigos - Acústico,Clayton & Romário,latin,happy,0.68,80,0.67,0.4,0.76
54729,Fala Mal de Mim,Grupo Caso a Parte,latin,happy,0.86,88,0.8,0.71,0.39
54730,Nem Você Nem Eu,Vitor Fernandes;NATTAN,latin,happy,0.78,156,0.69,0.56,0.47
54731,Não adiantou saber - I Might Be Crying,Sandra De Sá,latin,chill,0.36,123,0.45,0.64,0.63
54732,Yo Perreo Sola,Bad Bunny,latin,focused,0.76,97,0.45,0.86,0.02
54733,Kaunista ja hyvää,Marko Maunuksela,latin,focused,0.69,89,0.38,0.48,0.69
54734,Botaron la Pelota,Willie Rosario,latin,happy,0.73,104,0.96,0.58,0.54
54735,Dependência Quimica,Loubet;Israel & Rodolffo,latin,happy,0.83,110,0.75,0.8,0.43
54736,Quem Vai Chorar Sou Eu,Diogo Nogueira;Zeca Pagodinho,latin,happy,0.61,169,0.97,0.68,0.68
54737,Nuevo Tango,Astor Piazzolla;Gary Burton,latin,chill,0.41,91,0.42,0.47,0.81
54738,No Quiero Na' Regala'o,Gilberto Santa Rosa,latin,euphoric,0.85,96,0.91,0.79,0.4
54739,Tudo É do Pai,Eliana Ribeiro,latin,melancholic,0.24,119,0.15,0.76,0.78
54740,Me Manda Embora - Ao Vivo,Cavaleiros do Forró;Dorgival Dantas,latin,confident,0.89,91,0.73,0.59,0.43
54741,Loco de atar,Ángeles Del Infierno,latin,focused,0.69,150,0.51,0.6,0.04
54742,Tu Boca,Antonio José,latin,sad,0.46,72,0.32,0.5,0.81
54743,"Eu Não Consigo Sem Você - Ao Vivo Na Ilha Da Magia,Brasil/2008",Exaltasamba,latin,relaxed,0.56,154,0.79,0.6,0.72
54744,3 Horas,Ana Gabriela,latin,sad,0.48,142,0.32,0.57,0.56
54745,Do Jeito Que A Vida Quer/Como Dizia O Mestre - Live,Benito Di Paula,latin,focused,0.78,103,0.41,0.43,0.54
54746,Mona Lisa,Nacho;Nicky Jam,latin,happy,0.78,94,0.7,0.82,0.24
54747,Oh Delícia - Ao Vivo,Henrique & Diego,latin,happy,0.95,145,0.85,0.66,0.24
54748,Acabo de llegar,Fito y Fitipaldis,latin,euphoric,0.87,145,0.89,0.56,0.25
54749,Tomara,Mumuzinho;Matheus & Kauan,latin,happy,0.69,143,0.81,0.69,0.5
54750,Cobertor,Calcinha Preta,latin,happy,0.9,112,0.87,0.68,0.01
54751,Volume Três (Acústico) - Ao Vivo,Douglas & Vinicius,latin,focused,0.67,146,0.55,0.67,0.81
54752,Enquanto Engoma A Calça,Ednardo,latin,happy,0.76,97,0.71,0.66,0.25
54753,A Carta / Pra Mim Não É / Supera - Ao Vivo,Di Propósito,latin,euphoric,0.83,88,0.9,0.65,0.78
54754,Coração Acelera,Iguinho e Lulinha,latin,euphoric,0.93,133,0.92,0.51,0.23
54755,Colo de Mãe (Ao Vivo),Frei Gilson,latin,chill,0.59,75,0.41,0.48,0.45
54756,Espírito Santo Repousa / Faço Novas Todas as Coisas,Padre Fábio De Melo,latin,sad,0.58,139,0.24,0.28,0.58
54757,Mentiras,Osvaldo Pugliese y su Orquesta,latin,chill,0.24,113,0.53,0.4,0.91
54758,Efecto,Bad Bunny,latin,sad,0.47,98,0.23,0.8,0.14
54759,Contramão,Gustavo Mioto;Dorgival Dantas,latin,moody,0.69,159,0.35,0.41,0.38
54760,No compasso do criador - Ao vivo,Katinguelê,latin,focused,0.78,137,0.54,0.38,0.19
54761,Medusa,Neo Pistea;0-600;CLUB HATS,latin,happy,0.73,135,0.68,0.93,0.22
54762,Escándalo,La Sonora Dinamita;Mariana Seoane,latin,happy,0.79,103,0.7,0.81,0.44
54763,Caso Encerrado,Limão Com Mel,latin,confident,0.88,95,0.45,0.67,0.09
54764,Ginza,J Balvin,latin,happy,0.81,102,0.87,0.75,0.23
54765,Tú Me Obligaste,Antonio José;Cali Y El Dandee,latin,confident,0.82,94,0.62,0.73,0.12
54766,Linda Demais,Os Barões Da Pisadinha,latin,euphoric,0.86,172,0.96,0.65,0.59
54767,Estoy Hecho De Pedacitos De Ti,Antonio Orozco,latin,sad,0.49,144,0.33,0.53,0.23
54768,Naranjo en Flor (En Directo),Roberto Goyeneche,latin,relaxed,0.37,117,0.75,0.58,0.63
54769,Vasilhame,Criolo,latin,confident,0.88,124,0.68,0.51,0.19
54770,À Flor da Pele - Ao Vivo,Roupa Nova,latin,happy,0.88,150,0.78,0.54,0.39
54771,El Adiós,Ignacio Corsini,latin,chill,0.37,122,0.55,0.7,0.97
54772,A Morte do Vaqueiro,Luiz Gonzaga,latin,chill,0.54,125,0.67,0.55,0.73
54773,Pra Sempre Ou Pra Acabar - Ao Vivo,Mumuzinho,latin,euphoric,0.8,157,0.93,0.59,0.46
54774,Loka Loka,J Alvarez;Sak Luke;DJ Valdi,latin,happy,0.79,94,0.84,0.78,0.16
54775,Copacabana,IZAL,latin,confident,0.93,144,0.43,0.61,0.02
54776,Taça De Pranto - Ao Vivo,Gian & Giovani,latin,happy,0.78,112,0.83,0.7,0.59
54777,Só Vem Quando Lá Não Tem - Ao Vivo,Tayrone,latin,happy,0.92,129,0.84,0.8,0.23
54778,Na De Na,"Angel Y Khriz;Gocho ""El Lápiz De Platino"";John Eric",latin,confident,0.89,119,0.68,0.88,0.18
54779,QUE PRETENDES,J Balvin;Bad Bunny,latin,happy,0.79,92,0.93,0.64,0.03
54780,Tentei ser incrível,Ferrugem,latin,happy,0.64,80,0.94,0.67,0.75
54781,La Brisa,Alfredo De Angelis;Carlos Dante,latin,dreamy,0.35,124,0.84,0.53,0.89
54782,Bagaço da Laranja / Camarão Que Dorme a Onda Leva / Spc / Quando Eu Cantar Ia Ia - Ao Vivo,Fala Comigo;Tiee,latin,relaxed,0.54,118,0.88,0.66,0.75
54783,El Mismo Sol - Radio Edit,Alvaro Soler;Don Lore V,latin,euphoric,0.87,112,0.97,0.83,0.08
54784,K alegría,DELLAFUENTE;Rvfv,latin,happy,0.79,110,0.88,0.78,0.1
54785,Maailmanloppu,Marko Maunuksela,latin,focused,0.68,141,0.56,0.6,0.25
54786,Cuando Llora Mi Guitarra,Sandra Luna,latin,happy,0.65,156,0.76,0.56,0.85
54787,Nada Nuevo bajo el Sol,Víctor Manuel,latin,happy,0.7,159,0.81,0.64,0.57
54788,Vencedor - Ao Vivo,Thiaguinho;Abayomi,latin,happy,0.71,139,0.74,0.61,0.47
54789,Olha o Golpe,Bruno & Barretto,latin,happy,0.93,158,0.79,0.64,0.57
54790,Caminando por la vida,Melendi,latin,confident,0.96,108,0.71,0.69,0.01
54791,Amor De Carnaval / Um Bom Perdedor (Un Buen Perdedor) - Ao Vivo,Bruno & Marrone,latin,moody,0.64,138,0.34,0.44,0.75
54792,Sujétate la lengua - Remastered,La Sonora Matancera,latin,happy,0.67,104,0.76,0.71,0.67
54793,O Que Cê Vai Fazer,Fernando & Sorocaba,latin,confident,0.84,88,0.39,0.59,0.53
54794,Vai Vadiar,Zeca Pagodinho,latin,happy,0.81,113,0.81,0.56,0.27
54795,Quien Bien Te Quiera,Julio de la Rosa,latin,sad,0.14,145,0.27,0.39,0.24
54796,Ven a Mi Casa Esta Navidad,Luis Aguile,latin,chill,0.48,86,0.38,0.5,0.95
54797,Me Usa,Banda Magníficos,latin,happy,0.74,97,0.88,0.65,0.52
54798,Filha do Patrão,Iguinho e Lulinha,latin,happy,0.89,133,0.83,0.62,0.18
54799,Reticências - Ao Vivo,Guga Nandes;Suel,latin,focused,0.7,145,0.64,0.55,0.79
54800,Surpresa - Ao Vivo,Grupo Clareou;Tiee,latin,happy,0.74,97,0.73,0.58,0.77
54801,Sexta Feira Rotineira,Os Barões Da Pisadinha,latin,happy,0.78,171,0.96,0.73,0.58
54802,As Canções Que Você Fez Pra Mim - Ao Vivo,Maria Bethânia,latin,sad,0.34,76,0.26,0.38,0.46
54803,Hora H,Júnior Angelim;Kamisa 10,latin,confident,0.81,154,0.75,0.58,0.56
54804,Amor ou Amizade,Edson Lima e Gatinha Manhosa,latin,confident,0.88,179,0.57,0.49,0.38
54805,Porque Ele Vive,Padre Zeca,latin,happy,0.68,133,0.82,0.47,0.27
54806,"Maria, Maria",Ellen Oléria,latin,moody,0.74,135,0.35,0.58,0.38
54807,Algo Brilla en Mi,Natalia Jiménez,latin,focused,0.8,121,0.46,0.65,0.03
54808,Carona do Amor,RDN;Suel;Ferrugem,latin,relaxed,0.51,86,0.85,0.68,0.47
54809,Me Tiene Loco,Luisito Ayala Y La Puerto Rican Power,latin,happy,0.79,100,0.97,0.81,0.32
54810,Heart Attack,Enrique Iglesias,latin,confident,0.89,77,0.48,0.55,0.06
54811,En la Nada,Agora,latin,intense,0.98,143,0.29,0.48,0.0
54812,Tudo é do Pai - ao vivo,Padre Fábio De Melo,latin,chill,0.35,138,0.37,0.54,0.87
54813,Pot-Pourri: No Compasso Do Criador / Recado a Minha Amada,Péricles,latin,happy,0.76,79,0.88,0.57,0.49
54814,La Calle,Alex Sensation;Myke Towers;Jhayco;Arcangel;De La Ghetto;Darell,latin,confident,0.81,98,0.72,0.77,0.3
54815,Luz dos Olhos - Ao Vivo,Nando Reis;ANAVITÓRIA,latin,chill,0.59,79,0.39,0.44,0.59
54816,Acreditar,Dona Ivone Lara,latin,chill,0.58,90,0.69,0.51,0.38
54817,Pedir Pra Sofrer,Vitor Fernandes,latin,relaxed,0.6,144,0.91,0.76,0.47
54818,La promesa,Melendi,latin,focused,0.73,153,0.41,0.58,0.07
54819,Se Que Te Amare,Yiyo Sarante,latin,euphoric,0.94,106,0.96,0.81,0.42
54820,Desfaz as Malas,Banda Calypso,latin,confident,0.81,138,0.49,0.46,0.47
54821,Y Qué Me Pasa,Mickey Taveras,latin,happy,0.72,147,0.91,0.7,0.49
54822,Quedemonos aqui,Jose Basso;Floreal Ruiz,latin,chill,0.27,117,0.38,0.44,0.83
54823,El Punal Sevillano,Alberto Gomez,latin,dreamy,0.28,126,0.96,0.75,0.88
54824,Un Beso en Madrid,TINI;Alejandro Sanz,latin,moody,0.62,87,0.35,0.38,0.3
54825,Nostalgias,Hugo Del Carril,latin,sad,0.17,101,0.31,0.55,0.98
54826,Jamais Serão,Start Rap;Filipe Ret,latin,chill,0.57,88,0.49,0.54,0.6
54827,Que Sorte a Nossa,Silvanno Salles,latin,happy,0.77,138,0.69,0.66,0.8
54828,Dez Anos / É Com Ela Que Eu Estou (Ao Vivo),Ícaro e Gilmar,latin,chill,0.46,142,0.51,0.48,0.81
54829,De Tanto Te Querer - Ao Vivo,Jorge & Mateus,latin,focused,0.76,140,0.5,0.32,0.08
54830,Cavalcata,Astor Piazzolla,latin,sad,0.48,120,0.34,0.45,0.85
54831,Tres Esquinas,Ángel Vargas,latin,dreamy,0.33,125,0.75,0.82,0.96
54832,Chupadinha,Os Barões Da Pisadinha,latin,euphoric,0.84,172,0.97,0.72,0.65
54833,Indireta - Acústico,UM44K,latin,dreamy,0.19,114,0.81,0.74,0.78
54834,Margarita,Los 4;JP el Chamaco,latin,happy,0.85,122,0.83,0.75,0.19
54835,El Aeroplano,Conjunto Berretin,latin,chill,0.27,97,0.52,0.45,0.13
54836,En Que Estrella Estara,Nena Daconte,latin,chill,0.38,170,0.7,0.73,0.28
54837,Lo echamos a suertes,Ella Baila Sola,latin,focused,0.79,89,0.46,0.62,0.4
54838,Pepas - David Guetta Remix,Farruko;David Guetta,latin,moody,0.75,126,0.05,0.69,0.01
54839,Depois do prazer - Ao vivo,Alcione,latin,moody,0.6,108,0.25,0.59,0.49
54840,Moneda De Cobre,Héctor Varela;Argentino Ledesma,latin,chill,0.28,63,0.44,0.55,0.88
54841,Más Allá Del Tiempo,Frankie Ruiz,latin,happy,0.85,92,0.86,0.77,0.33
54842,Popurrí Navideño / Estrella De Oriente (De Tierras Lejanas) / Noche De Paz / La Virgen María / La Tierra Mía,Willie Colón;Héctor Lavoe,latin,happy,0.6,94,0.86,0.66,0.61
54843,Deixa,Lagum,latin,chill,0.59,175,0.5,0.65,0.52
54844,Vou Doar Meu Coração - Ao Vivo,João Bosco & Vinicius;George Henrique & Rodrigo,latin,happy,0.8,96,0.69,0.67,0.75
54845,Aquele Abraco,Gilberto Gil,latin,happy,0.77,110,0.93,0.83,0.59
54846,Se Dice De Mi,Tita Merello;Francisco Canaro Y Su Orquesta Tipica,latin,chill,0.47,128,0.45,0.59,0.86
54847,Dime Si Te Pasa Igual Que a Mi,Anddy Caicedo,latin,happy,0.86,161,0.78,0.77,0.61
54848,Conteo Regresivo,Gilberto Santa Rosa,latin,happy,0.68,163,0.96,0.79,0.76
54849,China,Anuel AA;Daddy Yankee;KAROL G;Ozuna;J Balvin,latin,confident,0.81,105,0.61,0.79,0.08
54850,Deixa Tudo Como Tá / Melhor Eu Ir,Akatu,latin,chill,0.46,150,0.65,0.59,0.57
54851,He Cambiado,Porta;Shinoflow;El Cansino,latin,relaxed,0.55,191,0.92,0.69,0.15
54852,Mãe,Rick & Renner,latin,sad,0.46,74,0.23,0.62,0.69
